Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2011-01-10 11:00:00,251.8410034,248.1199951,-7.729986572,90.49499703,3.046473361,0,0
2011-01-10 12:00:00,322.0870056,248.1199951,-6.359960937,90.40830853,3.045324247,0,0
2011-01-10 13:00:00,373.7059937,241.9700012,-4.989996338,89.52667387,3.071969985,0,0
2011-01-10 14:00:00,343.1799927,241.9700012,-4.539953613,87.51855302,3.231253646,0,0
2011-01-10 15:00:00,289.8160095,241.9700012,-4.079962158,85.48993974,3.390943926,0,0
2011-01-10 16:00:00,183.0630035,247.2599945,-3.629949951,83.57017019,3.550690026,0,0
2011-01-10 17:00:00,73.83899689,247.2599945,-4.359960937,86.23022898,3.280548706,0,0
2011-01-10 18:00:00,0,247.2599945,-5.089971924,88.95046332,3.006010645,0,0
2011-01-10 19:00:00,0,257.4299927,-5.819952393,91.73248928,2.738758871,0,0
2011-01-10 20:00:00,0,257.4299927,-6.179998779,93.07060086,2.647413718,0,0
2011-01-10 21:00:00,0,257.4299927,-6.529974365,94.35028275,2.546566307,0.0089832,0
2011-01-10 22:00:00,0,259.230011,-6.889990234,95.71175004,2.459308932,0.015024,0
2011-01-10 23:00:00,0,259.230011,-7.009954834,95.91836551,2.439610999,0.009312,0
2011-01-11 00:00:00,0,259.230011,-7.130010986,96.12080447,2.428929791,0.0089832,0
2011-01-11 01:00:00,0,263.5799866,-7.239996338,96.24333835,2.450734646,0,0
2011-01-11 02:00:00,0,263.5799866,-7.199987793,95.5599422,2.460284701,0,0
2011-01-11 03:00:00,0,263.5799866,-7.169989014,94.95842611,2.506391804,0.0064752,0
2011-01-11 04:00:00,0,272.5700073,-7.129949951,94.28675087,2.595573213,0,0
2011-01-11 05:00:00,0,272.5700073,-7.179998779,94.40706405,2.682237828,0.0064752,0
2011-01-11 06:00:00,0,272.5700073,-7.239996338,94.59963066,2.835577627,0,0
2011-01-11 07:00:00,0,273.1300049,-7.299993896,94.79191927,3.051098202,0.0081048,0
2011-01-11 08:00:00,0,273.1300049,-6.93994751,94.17843099,3.422425971,0,0
2011-01-11 09:00:00,36.55199814,273.1300049,-6.579992676,93.528614,3.794153438,0,0
2011-01-11 10:00:00,76.5530014,277.6799927,-6.220007324,92.8446162,4.166173469,0.0062352,0
2011-01-11 11:00:00,116.1579971,277.6799927,-5.600012207,92.70671695,4.203546194,0.0062352,0
2011-01-11 12:00:00,148.5570068,277.6800537,-4.979986572,92.41260554,4.273382716,0.0062352,0
2011-01-11 13:00:00,248.1000061,283.2999878,-4.359991455,91.98230933,4.37412837,0.0062328,0
2011-01-11 14:00:00,228.0540009,283.2999878,-3.669989014,90.13878366,4.792796887,0,0
2011-01-11 15:00:00,192.951004,283.3000488,-2.989996338,88.34026603,5.22494957,0,0
2011-01-11 16:00:00,92.49500275,282.9500122,-2.310003662,86.51858255,5.659796704,0.0062328,0
2011-01-11 17:00:00,38.01599884,282.9500122,-2.919989014,88.37239868,5.387698935,0.0062328,0
2011-01-11 18:00:00,0,282.9500122,-3.540014648,90.29913175,5.154900452,0.0083136,0
2011-01-11 19:00:00,0,277.7400513,-4.15,92.16060005,4.987384024,0.0062328,0
2011-01-11 20:00:00,0,277.7400513,-4.459997559,91.36829959,4.872966074,0,0
2011-01-11 21:00:00,0,277.7399902,-4.769995117,90.49019095,4.750336779,0,0
2011-01-11 22:00:00,0,265.4200134,-5.090002441,89.58646909,4.62429461,0,0
2011-01-11 23:00:00,0,265.4200134,-5.380010986,90.17878288,4.487059155,0,0
2011-01-12 00:00:00,0,265.4200134,-5.679968262,90.82650231,4.354916898,0,0
2011-01-12 01:00:00,0,250.0299988,-5.969946289,91.39118275,4.223032026,0,0
2011-01-12 02:00:00,0,250.0299988,-6.269995117,91.72790308,4.210178096,0,0
2011-01-12 03:00:00,0,250.0299988,-6.570013428,92.03039026,4.201190403,0,0
2011-01-12 04:00:00,0,235.1199951,-6.859991455,92.23399467,4.19609333,0,0
2011-01-12 05:00:00,0,235.1199951,-7.030004883,92.07167419,4.418653529,0,0
2011-01-12 06:00:00,0,235.1199951,-7.199987793,91.8923764,4.649182723,0.0059928,0
2011-01-12 07:00:00,0,262.9700012,-7.359991455,91.61605277,4.873048507,0,0
2011-01-12 08:00:00,0,262.9700012,-7.019995117,91.14767532,5.059169695,0,0
2011-01-12 09:00:00,45.03900146,262.9700012,-6.679998779,90.65041609,5.240696348,0,0
2011-01-12 10:00:00,143.1690063,267.230011,-6.339971924,90.12597321,5.428342141,0,0
2011-01-12 11:00:00,216.9980011,267.230011,-5.709997559,87.96784525,5.758967078,0,0
2011-01-12 12:00:00,277.5050049,267.230011,-5.070013428,85.7738731,6.096630266,0,0
2011-01-12 13:00:00,335.2640076,258.5700073,-4.429968262,83.60766248,6.435627552,0,0
2011-01-12 14:00:00,308.4689941,258.5700073,-4.250006104,81.38662456,6.215504854,0,0
2011-01-12 15:00:00,261.473999,258.5700073,-4.070013428,79.21060767,6.021370298,0,0
2011-01-12 16:00:00,169.3880005,266.4200134,-3.879949951,77.02062754,5.832820856,0,0
2011-01-12 17:00:00,70.91400146,266.4200134,-4.500006104,79.67256233,5.324030453,0,0
