"PERMANENT_ID","lake.name","date","depth","temp","doobs"
131843856,"Big Moose",2000-08-23 00:00:00,12,10.3,6.8
131843856,"Big Moose",2000-08-23 00:00:00,13,9.2,7.1
131843856,"Big Moose",2000-08-23 00:00:00,14,8.1,7.3
131843856,"Big Moose",2000-08-23 00:00:00,15,7.2,7.3
131843856,"Big Moose",2000-08-23 00:00:00,16,6.7,7.3
131843856,"Big Moose",2000-08-23 00:00:00,17,6.4,7
131843856,"Big Moose",2000-08-23 00:00:00,18,6.1,6.8
131843856,"Big Moose",2000-08-23 00:00:00,19,6,6.7
131843856,"Big Moose",2000-08-23 00:00:00,20,5.9,6.4
131843856,"Big Moose",2000-08-23 00:00:00,21,5.9,6.2
131843856,"Big Moose",2000-08-23 00:00:00,22,5.8,5.8
131843856,"Big Moose",2001-07-18 00:00:00,0,21.9,7.7
131843856,"Big Moose",2001-07-18 00:00:00,1,21.2,7.9
131843856,"Big Moose",2001-07-18 00:00:00,2,20.5,7.9
131843856,"Big Moose",2001-07-18 00:00:00,3,19.5,8
131843856,"Big Moose",2001-07-18 00:00:00,4,19.1,8
131843856,"Big Moose",2001-07-18 00:00:00,5,18.6,7.7
131843856,"Big Moose",2001-07-18 00:00:00,6,17.5,7.3
131843856,"Big Moose",2001-07-18 00:00:00,7,14.8,6.9
131843856,"Big Moose",2001-07-18 00:00:00,8,12.9,7
131843856,"Big Moose",2001-07-18 00:00:00,9,12.1,7.1
131843856,"Big Moose",2001-07-18 00:00:00,10,11.2,7.2
131843856,"Big Moose",2001-07-18 00:00:00,11,10.3,7.3
131843856,"Big Moose",2001-07-18 00:00:00,12,9.5,7.3
131843856,"Big Moose",2001-07-18 00:00:00,13,8.5,7.3
131843856,"Big Moose",2001-07-18 00:00:00,14,7.9,7.3
131843856,"Big Moose",2001-07-18 00:00:00,15,7.5,7.2
131843856,"Big Moose",2001-07-18 00:00:00,16,7.2,7.2
131843856,"Big Moose",2001-07-18 00:00:00,17,7,7.1
131843856,"Big Moose",2001-07-18 00:00:00,18,6.8,7.1
131843856,"Big Moose",2001-07-18 00:00:00,19,6.7,7
131843856,"Big Moose",2001-07-18 00:00:00,20,6.6,7.1
131843856,"Big Moose",2001-07-18 00:00:00,21,6.6,7
131843856,"Big Moose",2001-07-18 00:00:00,22,6.5,6.8
131843856,"Big Moose",2001-08-08 00:00:00,0,25.1,8.2
131843856,"Big Moose",2001-08-08 00:00:00,1,25,8.2
131843856,"Big Moose",2001-08-08 00:00:00,2,25,8.2
